w1118, NP3084>mitoGFP,pink1B9, NP3084>mitoGFP
0.736357,0.669992
0.466667,0.274874
0.733333,0.718022
0.866667,0.780313
0.69602,1.20185
1.109554,0.666667
0.935711,0.760117
0.760117,0.447214
0.6,0.466667
0.733333,0.471405
0.81377,0.485341
0.549747,0.533333
0.537484,0.421637
0.760117,0.274874
1.225652,0.614636
0.596285,0.4
0.679869,0.471405
1.074968,0.466667
0.69602,0.537484
0.537484,0.549747
0.869227,0.333333
0.942809,0.4
0.896908,0.669992
0.954521,0.466667
0.614636,0.69602
0.628932,0.760117
0.656591,0.632456
0.679869,0.656591
0.869227,0.466667
0.603692,0.733333
0.69602,0.942809
0.928559,0.6
0.72111,0.81377
1.068748,0.72111
0.869227,1.03709
0.718022,0.760117
0.848528,0.906765
1.48024,0.565685
0.760117,0.596285
0.754247,0.906765
0.760117,0.77746
0.889444,0.894427
0.686375,0.835331
0.656591,1.135292
0.666667,0.628932
1.10353,0.614636
0.549747,0.866667
0.947511,0.669992
0.954521,1.054093
0.679869,0.48074
0.5696,0.666667
0.780313,0.824621
0.718022,0.603692
0.984322,0.679869
0.970681,0.760117
1.00885,0.537484
0.811035,1.333333
1.374369,0.954521
1.273665,0.811035
0.894427,0.72111
1.1392,0.843274
1.20185,0.2
0.970681,0.333333
0.96148,0.565685
0.894427,0.549747
0.565685,0.4
1.015436,0.507718
0.843274,0.603692
0.906765,1.093415
0.954521,0.889444
1.150845,0.471405
1.627541,0.736357
1.287547,0.471405
0.970681,0.603692
1.034945,0.906765
0.736357,1.034945
1.00222,0.628932
0.537484,0.533333
1.041367,0.866667
0.869227,0.38873
0.81377,0.802773
1.019804,0.485341
1.034945,0.405518
0.889444,0.421637
0.686375,1.043498
1.374369,0.274874
0.656591,0.485341
1.10353,0.603692
0.935711,0.733333
1.504069,0.632456
0.926163,0.906765
1.066667,0.596285
1.179454,0.835331
0.666667,0.81377
0.991071,0.38873
0.81377,0.520683
0.802773,0.266667
0.889444,0.6
0.869227,0.405518
0.947511,0.359011
0.970681,0.466667
0.947511,0.745356
0.942809,0.984322
1.225652,0.603692
1.164283,1.181336
0.686375,0.632456
0.48074,0.447214
0.835331,0.811035
0.85375,0.333333
0.69602,0.447214
1.077033,0.38873
1.054093,0.666667
1.00885,0.928559
1.133333,0.843274
1.017623,0.736357
0.926163,0.421637
0.869227,0.447214
0.669992,0.632456
0.69602,0.8
0.933333,0.843274
0.802773,0.533333
1.374369,0.471405
0.802773,0.471405
0.947511,0.426875
0.520683,0.970681
0.69602,0.266667
0.679869,0.466667
0.614636,0.471405
0.628932,0.926163
0.708676,0.5696
1.03709,0.928559
0.69602,0.596285
0.603692,0.760117
,0.298142
,0.596285
,0.4
,0.77746
,0.805536
,0.876863
,0.745356
,0.421637
,0.628932
,0.614636
,0.421637
,0.736357
,0.603692
,0.507718
,0.520683
,0.537484
,0.614636
,0.520683
,0.533333
,0.485341
,0.507718
,0.507718
,0.549747
,0.6
,0.421637
,0.333333
,0.77746